Id,Code,Name,NewSectorName,NewSubSectorName,NewIndustryName,NewSubIndustryName,SectorName,SubSectorName,BoardRecording,HeadOffice,Phone,RepresentativeName,WebsiteUrl,Address,TotalEmployees,ExchangeAdministration,Npwp,Npkp,IsActive,ListingDate,AnnualDividend,GeneralInformation,Fax,FoundingDate,CompanyEmail
22,ALDO,Alkindo Naratama Tbk.,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,BASIC INDUSTRY AND CHEMICALS,Pulp & Paper,2,Jawa Barat,"(022) 601 1220, 602 8277",Kuswara // kuswara@alkindo.co.id,www.alkindo.co.id,"Kawasan Industri Cimareme, Jl. Cimareme II No. 14, Padalarang, Bandung Barat 40553",,PT. Sinartama Gunita,01.671.242.4-441.000,,True,12 Jul 2011,0.0,"Alkindo Naratama Tbk (IDX: ALDO) merupakan perusahaan terbuka yang bergerak di bidang integrasi kertas dan bahan kimia melalui sinergi dengan tiga anak perusahaannya, yaitu PT Swisstex Naratama Indonesia (Swisstex) sebagai distributor Pewarna dan Textile Chemical (sejak 2011), PT Alfa Polimer Indonesia (ALFA) sebagai produsen Water-based Polymer (sejak 2013), dan PT Eco Paper Indonesia (ECO) sebagai produsen Recycled Brown Paper (sejak 2019). Perusahaan melakukan strategi pengembangan bisnis untuk memasuki pasar paper bag dan paper boxes ke sektor FMCG, makanan dan minuman (F&B) dan usaha mikro, kecil dan menengah (UMKM). Perusahaan listing di BEI pada tanggal 12 Juli 2011 dan berkantor di Kawasan Industri Cimareme, Jl. Cimareme II No. 14, Padalarang, Bandung Barat 40553.","(022) 603 6489, 600 4508",,kuswara@alkindo.co.id

24,ALKA,Alakasa Industrindo Tbk,Barang Baku,Barang Baku,Logam & Mineral,Aluminium,"TRADE, SERVICES, & INVESTMENT",Investment Company,2,Jakarta,(021)460-88-55,Bapak Hilton Barki // alakasa@indosat.net.id	 // 021-4608855 / 021-31997275,-,Jalan Pulo Gadung No. 4   Kawasan Industri Pulogadung  Jakarta 13930,,PT. Raya Saham Registrar (dulu bernama PT. Risjad Salim Registra,01.000.166.7-054.000,,True,12 Jul 1990,0.0,"PT Alakasa Industrindo Tbk (IDX: ALKA) adalah perusahaan yang bergerak di industry Logam & Mineral. Perusahaan melakukan kegiatan usaha bidang industri aluminium ekstrusi melalui Entitas PT Alakasa Extrusindo (AE), dan juga melakukan kegiatan usaha dalam bidang industri pabrikasi aluminum melalui entitas Anak PT Alakasa Alexindo Mitra Sejati (AAMS), serta perdagangan bahan baku aluminum dan melalui Entitas Anak Alakasa Company Limited (ACL). Perusahaan listing di BEI pada tanggal 12 Juli 1990 dan beralamat kantor di Jalan Pulo Gadung No. 4 Kawasan Industri Pulogadung Jakarta 13930.",(021)4603574; (021)4608856,,alakasa@indosat.net.id

25,ALMI,Alumindo Light Metal Industry Tbk.,Barang Baku,Barang Baku,Logam & Mineral,Aluminium,BASIC INDUSTRY AND CHEMICALS,Metal & Allied Products,2,Jawa Timur,"+62-31-3531445, 3541040",Melynda Prayogo // cs@alumindo.com // (031) 3531445,www.alumindo.com,"Gedung Maspion Lt.7,  Jl. Kembang Jepun 38-40, Surabaya 60162 Jawa Timur - Indonesia",,PT. Adimitra Jasa Korpora,01.122.572.9-092.000,,True,02 Jan 1997,0.0,"PT Alumindo Light Metal Industry Tbk (IDX: ALMI) adalah Emiten produsen aluminium sheet dan aluminium foil yang tergabung dalam Maspion Group. Perusahaan yang listing di BEI pada tanggal 02 Januari 1997 ini, merupakan produsen aluminium lembaran terbesar di Indonesia dan Asia Tenggara. Saat ini, perusahaan beralamat di Gedung Maspion Lt. 7, Jl. Kembang Jepun 38-40, Surabaya 60162 Jawa Timur – Indonesia.","+62-31-3533055, 3533218",,cs@alumindo.com

26,ALTO,Tri Banyan Tirta Tbk.,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Ringan,CONSUMER GOODS INDUSTRY,Food & Beverages,1,Jawa Barat,(0266) 735 813 dan (021) 5300 689,Edwin Kosasih // corsec@ALTOspringswater.com // 081678647,www.ALTOspringswater.com,"Kp. Pasir Dalem RT.02 RW.09  Desa Babakan pari, Kecamatan Cidahu  Kabupaten Sukabumi, Jawa Barat 43158",,PT. Adimitra Jasa Korpora,1.761.303.5-405.000,,True,10 Jul 2012,0.0,"PT Tri Banyan Tirta Tbk (IDX: ALTO) adalah produsen air minum dalam kemasan dengan merek jual ALTO, TOTAL, dan TOTAL 8+. Perusahaan memiliki anak usaha, PT Tirtamas Abadi Berjaya yang bergerak di bidang Jasa, Pembangunan, dan Perdagangan. Adapun PT Fikasa Bintang Cemerlang, saat ini tercatat sebagai pengendali dengan persentasi sebanyak 36, 44 persen atau dengan jumlah 798. 621. 308 lembar saham. Emiten yang listing di BEI pada tanggal 10 Juli 2012 tersebut, beralamat di Kp. Pasir Dalem RT. 002 RW. 002 Desa Babakan pari, Kecamatan Cidahu, Kabupaten Sukabumi, Jawa Barat 43158.",(0266) 731 319 dan (021) 5301 620,,corsec@ALTOspringswater.com

27,AMAG,Asuransi Multi Artha Guna Tbk.,Keuangan,Asuransi,Asuransi,Asuransi Umum,FINANCE,Insurance,2,Jakarta Pusat,2700 590,Dedi Setiawan // lindad@mag.co.id // (021) 2700590,www.mag.co.id,The City Center Tower One 17th Floor Jl. KH Mas Mansyur Kav.126 Jakarta Pusat 10220,,PT. Raya Saham Registrar (dulu bernama PT. Risjad Salim Registra,01.108.165.0-073.000,,True,23 Des 2005,0.0,"PT Asuransi Multi Artha Guna Tbk (IDX: AMAG) perusahaan yang pada mulanya didirikan oleh kelompok bisnis Panin Group ini bergerak di industry keuangan dengan bidang usaha utama Asuransi Kerugian. Berdiri sejak 14 November 1980 di Surabaya, Jawa Timur, perseroan juga menyediakan produk lainnya, yakni pertanggungan MAG kesehatan, pertanggungan kecelakaan diri, pertanggungan perjalanan, dan pertanggungan properti. Adapun sebagai pengendali saat ini adalah FAIRFAX ASIA LIMITED dengan persentase kepemilikan saham sebanyak 80 persen atau sejumlah 4. 001. 242. 013 lembar saham. Perusahaan listing di BEI pada tanggal 23 Desember 2005 dan saat ini beralamat kantor di The City Center Batavia Tower One Lantai 17 Jalan KH Mas Mansyur Kav. 126 Jakarta Pusat 10220.",725 0223,,lindad@mag.co.id

1137,AMAN,Makmur Berkah Amanda Tbk.,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,"PROPERTY, REAL ESTATE AND BUILDING CONSTRUCTION",Property and Real Estate,1,"APL Tower Unit OT/35/T5 Podomoro City, Jl. S. Parman Kav. 28, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat 11470, Indonesia",(62-21) 2119 2888,Marcos Iwan // info@mbagroup.id // (021) 21192888,http://www.mbagroup.id/,-,-,PT. Bima Registra,02.480.197.9-617.001,-,True,13-Mar-2020,0.0,"PT Makmur Berkah Amanda Tbk (IDX: AMAN) adalah perusahaan yang memiliki bidang usaha utama Pembangunan kawasan industri dan jasa kawasan industri serta investasi pada Entitas Anak yang bergerak di bidang perhotelan, yaitu PT Makmur Berkah Amanda Hotel. Perusahaan telah mengembangkan kawasan perumahan Citra Fajar Golf di Sidoarjo-Jawa Timur, hotel Element by Westin di Ubud-Bali, dan kawasan Industri & pergudangan SAFE 'n' LOCK di Sidoarjo-Jawa Timur. Perusahaan listing di BEI pada tanggal 13 Mar 2020, dan saat ini perusahaan beralamat kantor di APL Tower Unit OT/35/T5 Podomoro City, Jl. S. Parman Kav. 28, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat 11470.",(62-21) 2119 1008,1996,info@mbagroup.id

1121,AMAR,Bank Amar Indonesia Tbk.,Keuangan,Bank,Bank,Bank,FINANCE,Bank,2,"Jl. Basuki Rahmad No. 109, Surabaya, 60271",(031) 99015959,Jelysia // corsec@amarbank.co.id // 08161491378,https://amarbank.co.id/,-,-,PT. Datindo Entrycom,01.526.905.3-619.000,-,True,09-Jan-2020,0.0,"PT Bank Amar Indonesia Tbk. (IDX: AMAR) atau Amar Bank mengklaim sebagai bank digital pertama di Indonesia. Didirikan pada 15 Maret 1991 di Surabaya sebagai PT Anglomas International Bank (Amin Bank), bank Amar diakuisisi oleh Tolaram Group pada tahun 2014. Bank ini menjadi salah satu pelopor fintech di Indonesia melalui platform pinjaman digital, Tunaiku yang memberikan pinjaman kepada individu dan UMKM hingga Rp. 20 juta, dengan jangka waktu pinjaman 6-20 bulan. Amar Bank secara resmi melantai di Bursa Efek Indonesia (BEI) pada tanggal 9 Januari 2020. Saat ini, perusahaan beralamat kantor di Jl. Basuki Rahmad No. 109, Surabaya, 60271.",(031) 9901595,1991,corsec@amarbank.co.id

28,AMFG,Asahimas Flat Glass Tbk.,Perindustrian,Barang Perindustrian,Produk & Perlengkapan Bangunan,Produk & Perlengkapan Bangunan,BASIC INDUSTRY AND CHEMICALS,"Ceramics, Glass, Porcelain",1,Jakarta Utara,(021) 6904041 ext 1042,Christoforus // corsec.asahimas@agc.com // 021-6904041,www.amfg.co.id,"Jl Ancol IX/5, Ancol Barat Jakarta 14430",,PT. Datindo Entrycom,01.000.161.8-092.000,,True,08 Nov 1995,0.0,"PT Asahimas Flat Glass Tbk (IDX: AMFG) didirikan pada tahun 1971, merupakan perusahaan manufaktur yang memproduksi flat glass dan automotive glass yang berbasis di Jakarta, Indonesia. Perusahaan merupakan produsen flat glass dan safety glass terbesar di Indonesia dan Asia Tenggara. Jangkauan produk mereka mencapai Indonesia, Asia, Australia, Selandia Baru, Timur Tengah, Amerika Serikat, Eropa, dan Afrika. Adapun perusahaan listing di BEI pada tanggal 08 November 1995, dan saat ini beralamat kantor di Jl. Ancol IX/5, Ancol Barat, Ancol-Pademangan Jakarta Utara-DKI Jakarta Raya 14430.",021-6919245,,corsec.asahimas@agc.com

817,AMIN,Ateliers Mecaniques D Indonesie Tbk.,Perindustrian,Barang Perindustrian,Machinery,Mesin & Komponen Perindustrian,MISCELLANEOUS INDUSTRY,Machinery & Heavy Equipment,2,DELI SERDANG,(061) 794 7751,Pieter Simanjuntak // corsec@atmindo.co.id // (061) 7947751,www.atmindoboiler.com,"Jalan Sei Belumai Km. 2,4 No. 30-38 Desa Dagang Kelambir - Tanjung Marowa Deli Serdang - Sumatera Utara",,PT. Adimitra Jasa Korpora,01.001.807.5-055.000,,True,10 Des 2015,0.0,"PT Ateliers Mecaniques D’Indonesie Tbk (IDX: AMIN) atau biasa disingkat dengan Atmindo berdiri pada tahun 1972. Perusahaan ini bergerak dalam bidang desain, pembuatan, pemasangan, sampai dengan pengoperasian ketel uap (steam boiler), bejana tekan (pressure vessel), service & part dan juga perusahaan yang memiliki pengalaman dan kemampuan manufaktur/fabrikator peralatan mekanikal, komponen permesinan, peralatan material handling, tangki dan juga kontruksi baja untuk berbagai bidang dan industri. Perusahaan resmi listing di BEI pada tanggal 10 Desember 2015, dan saat ini beralamat kantor di Jalan Sei Belumai Km. 2, 4 No. 30-38 Desa Dagang Kelambir - Tanjung Marowa Deli Serdang - Sumatera Utara.",(061) 794 7755,,corsec@atmindo.co.id

1330,AMMN,Amman Mineral Internasional Tbk.,Barang Baku,Barang Baku,Logam & Mineral,Tembaga,MINING,Metal & Mineral Mining,1,"Gedung Menara Karya Lantai 6 Unit A, B, C dan H Jl. H.R. Rasuna Said Blok X-5 Kav. 1-2 Jakarta Selatan 12950",021 5799 4600,Vemmy Febrianti // corporate.secretary@amman.co.id // +6221 5799 4600,https://www.amman.co.id,"Gedung Menara Karya Lantai 6 Unit A, B, C dan H Jl. H.R. Rasuna Said Blok X-5 Kav. 1-2 Jakarta Selatan 12950",4159,PT. Datindo Entrycom.,74.147.204.7-067.000,-,True,07-Juli-2023,0.0,"PT Amman Mineral Internasional Tbk (IDX: AMMN), Perseroan adalah perusahaan holding dan melakukan kegiatan eksplorasi, pembangunan, penambangan, pemrosesan, serta pengolahan, dan pemurnian melalui perusahaan anak dan entitas asosiasi operasi Perseroan. Melalui anak perusahaan, PT Amman Mineral Nusa Tenggara, Perseroan mengoperasikan tambang tembaga dan emas terbuka yang dikenal sebagai tambang Batu Hijau di Kecamatan Sekongkang, Kabupaten Sumbawa Barat, Provinsi Nusa Tenggara Barat, Indonesia. Tambang Batu Hijau memproduksi konsentrat tembaga berkadar tinggi yang sangat bersih serta mengandung emas dan perak sebagai mineral pengikutnya, yang merupakan bahan baku (feedstock) yang sangat diminati oleh smelter di seluruh dunia. Per tanggal 31 Desember 2022, tambang Batu Hijau secara kumulatif telah memproduksi 9.400 Mlbs tembaga dan 9,5 Moz emas. Perseroan resmi listing di BEI pada tanggal 07 Juli 2023 dan beralamat di Gedung Menara Karya Lantai 6 Unit A, B, C dan H Jl. H.R. Rasuna Said Blok X-5 Kav. 1-2 Jakarta Selatan 12950",021 576 1464,29-September-2015,https://www.amman.co.id/

1257,AMMS,Agung Menjangan Mas Tbk.,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",AGRICULTURE,Animal Husbandary,3,"Generali Tower Grand Rubina Business Park Lt.20 C Jl. H.R. Rasuna Said, Kuningan, Jakarta Selatan 12940",(021)-29023178,Gabriela Batti // corsec@agungmm.com // (021)-29023178,www.agungmm.com,"Generali Tower Grand Rubina Business Park Lt.20 C Jl. H.R. Rasuna Said, Kuningan Jakarta Selatan",-,PT. Adimitra Jasa Korpora.,02.604.240-8-018.000,-,True,04-Aug-2022,0.0,"PT Agung Menjangan Mas Tbk (IDX: AMMS), didirikan dengan nama PT Cosmopolitan Electric pada tanggal 09 Agustus 2007 dan mulai beroperasi secara komersial pada tahun 2017. Perseroan menjalankan usaha dalam bidang jasa sarana produksi budidaya ikan air payau dan jasa pasca panen budidaya ikan air payau. Perseroan resmi listing di BEI pada tanggal 04 Agustus 2022, dan beralamat di Generali Tower Grand Rubina Business Park Lt.20 C Jl. H.R. Rasuna Said, Kuningan, Jakarta Selatan 12940.",021-29023180,09-Aug-2007,corsec@agungmm.com

1125,AMOR,Ashmore Asset Management Indonesia Tbk.,Keuangan,Jasa Investasi,Jasa Investasi,Manajemen Investasi,FINANCE,Securities Company,2,"Pacific Century Place, Lantai 18 SCBD Lot 10, Jl. Jendral Sudirman Kav 52-53 Jakarta 12190",(021) 2953 9000,Lydia Jessica Toisuta // cosec.indonesia@ashmoregroup.com // (021) 2953 9000,http://www.ashmoregroup.com/,-,-,PT. Datindo Entrycom,-,-,True,14-Jan-2020,0.0,"PT Ashmore Asset Management Indonesia Tbk (IDX: AMOR) adalah perusahaan Manajer Investasi, anak usaha dari Ashmore Investment Management yang berasal dari Inggris. Pada tahun 2012, Perusahaan mengambil alih saham mayoritas Buana Megah Abadi yang merupakan hasil pemisahan kegiatan Manajer Investasi dari PT Evergreen Capital, sebagai pengelola Reksa Dana. Baru-baru ini, perusahaan menggandeng Perusahaan teknologi PT Bukalapak. com Tbk. (IDX: BUKA) mendirikan perusahaan patungan PT Buka Investasi Digital (BID) sebagai agen penjual reksa dana. Adapun Perusahaan melakukan listing di BEI pada tanggal 14 Januari 2020 dan saat ini beralamat kantor di Pacific Century Place, Lantai 18 SCBD Lot 10, Jl. Jendral Sudirman Kav 52-53 Jakarta 12190.",(021) 2953 9001,2012,cosec.indonesia@ashmoregroup.com

29,AMRT,Sumber Alfaria Trijaya Tbk.,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Supermarket,"TRADE, SERVICES, & INVESTMENT",Retail Trade,1,Tangerang,021-80821555,Tomin Widian // tomin.widian@sat.co.id // (62-21) 557-55966,-,"Jl. Jalur Sutera Barat Kav. 9, Alam Sutera, Kota Tangerang, Prov. Banten",-,-,01.336.238.9-054.000,-,True,15 Jan 2009,4.35,"PT Sumber Alfaria Trijaya Tbk (IDX: AMRT) adalah perusahaan yang bergerak dalam bidang distribusi eceran produk konsumen dengan mengoperasikan jaringan mini market, dengan nama Alfamart. Jaringan mini market yang sudah ekspansi ke mancanegera ini, terdiri dari minimarket, dengan kepemilikan langsung dan berdasarkan perjanjian waralaba. Perusahaan listing di BEI pada tanggal 15 Januari 2009 dan beralamat kantor di Jl. Jalur Sutera Barat Kav. 9, Alam Sutera, Kota Tangerang, Prov. Banten.",021-80821556,22 February 1989,-

1038,ANDI,Andira Agro Tbk.,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,AGRICULTURE,Plantation,2,"Meta Epsi Building Jl. Mayjen D.I. Panjaitan Kav. 2, Jakarta Timur 13350, Indonesia",218564955,Kahar Anwar // corpsec@andiraagro.com // 0218564955,www.andiraagro.com,"Meta Epsi Building Jl. Mayjen D.I. Panjaitan Kav. 2, Jakarta Timur 13350, Indonesia",-,PT. Datindo Entrycom,01.683.553.0-072.000,-,True,16 Agt 2018,0.0,"PT Andira Agro Tbk (IDX: ANDI) adalah Perseroan yang didirikan pada tanggal, 28 Aprll 1995, merupakan suatu Perusahaan Terbatas di Indonesia yang berfokus pada perkebunan kelapa sawit. Kegiatan usaha utama Perseroan, yaitu penanaman tanaman kelapa sawit, pemanenan dan pengolahan TBS yang menghasilkan CPO serta Palm Kernel/PK. Kebun dan fasilitas pengolahan TBS Perseroan berada di Kabupaten Banyuasin, Provinsi Sumatera Selatan. Emiten ini listing di BEI pada tanggal 16 Agustus 2018 dan beralamat kantor di Pacific Century Place, Lantai 18 SCBD Lot 10, Jl. Jendral Sudirman Kav 52-53 Jakarta 12190.",218564956,28-April-1995,corpsec@andiraagro.com

30,ANJT,Austindo Nusantara Jaya Tbk.,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,AGRICULTURE,Plantation,1,Jakarta,(62-21) 2965 1777,Naga Waskita // naga.waskita@anj-group.com // 021-5261415,www.anj-group.com,"Menara BTPN Lantai 40 Jalan Dr. Ide Anak Agung Gde Agung Kav. 5.5 - 5.6 Kawasan Mega Kuningan",,PT. Datindo Entrycom,01.626.081.2-062.000,,True,08 Mei 2013,0.0,"PT Austindo Nusantara Jaya Tbk (IDX: ANJT) merupakan perusahaan induk yang terlibat, baik secara langsung maupun melalui anak perusahaannya, dalam perdagangan, jasa dan pengoperasian perkebunan, pengolahan dan perdagangan produk kelapa sawit baik sendiri maupun melalui Entitas Anak, pengolahan dan perdagangan produk sagu serta produksi dan penggunaan energi terbarukan dan kelistrikan melalui Entitas Anak. Perusahaan melakukan listing di BEI pada tanggal 08 Mei 2013 dan beralamat kantor di Menara BTPN Lantai 40 Jalan Dr. Ide Anak Agung Gde Agung Kav. 5. 5 - 5. 6 Kawasan Mega Kuningan.",(62-21) 2965 1788,,corsec@anj-group.com

33,ANTM,Aneka Tambang Tbk.,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,MINING,Metal & Mineral Mining,1,Jakarta Selatan,021-7805119; 021-7891234 ; 021-7812635,Aprilandi Hidayat Setia // corsec@antam.com // 6221 789 1234,http://www.antam.com/,"Gedung. Aneka Tambang  Jl. Letjen TB. Simatupang No. 1 Jakarta 12530",,PT. Datindo Entrycom,01.001.663.2-051.000,-,True,27 Nov 1997,0.0,"PT Aneka Tambang Tbk (IDX: ANTM) atau biasa disebut Antam, adalah anak perusahaan BUMN pertambangan PT INDONESIA ASAHAN ALUMINIUM (PERSERO) atau Inalum. Perusahaan ini didirikan pada tanggal 5 Juli 1968. Kegiatan Antam mencakup eksplorasi, penambangan, pengolahan serta pemasaran dari sumber daya mineral. Komoditas utama Antam adalah bijih nikel kadar tinggi (saprolit), bijih nikel kadar rendah (limonit), feronikel, emas, perak dan bauksit. Jasa utama Antam adalah pengolahan dan pemurnian logam mulia serta jasa geologi. Perusahaan listing di BEI pada tanggal 27 November 1997 dan beralamat kantor di Gedung. Aneka Tambang Jl. Letjen TB. Simatupang No. 1 Jakarta 12530.",021-7812822,05 July 1968,corsec@antam.com

34,APEX,Apexindo Pratama Duta Tbk.,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara",Jasa Pengeboran Minyak & Gas,MINING,Crude Petroleum & Natural Gas Production,1,Jakarta,(021) 29333000,Frieda Salvantina // frieda.salvantina@apexindo.com // (021) 29333000,http://www.apexindo.com,"Office 8 Building, 20th - 21st floor, SCBD Lot. 28, Jl. Jend. Sudirman Kav. 52-53, Jakarta 12190",,PT. Adimitra Jasa Korpora,01.374.289.5-054.000,,True,10 Jul 2002,0.0,"PT Apexindo Pratama Duta Tbk (IDX: APEX) adalah perusahaan yang bergerak dalam bidang penyediaan jasa pengeboran darat dan lepas pantai untuk produsen minyak dan gas bumi dan jasa terkait lainnya. Perusahaan mulai beroperasi secara komersial pada May 1992. Perseroan juga memiliki pengalaman untuk melakukan pengeboran di Asia Tenggara maupun Timur Tengah. Perusahaan juga menawarkan anjungan pengeboran di darat kepada klien. Beberapa kliennya, termasuk; Total E&P Indonesie dan Chevron Indonesia. Anak perusahaannya termasuk PT Antareja Jasatama, Apexindo Netherlands B. V. , Apexindo Offshore Pte. Ltd. , dan PT Apex Landrig Indonesia. Perusahaan melakukan listing di BEI pada tanggal 05 Juni 2013 dan beralamat kantor di Office 8 Building, 20th - 21st floor, SCBD Lot. 28, Jl. Jend. Sudirman Kav. 52-53, Jakarta 12190.",(021) 29333111,,info@apexindo.coom

35,APIC,Pacific Strategic Financial Tbk.,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,FINANCE,Others,2,Jakarta Selatan,021-39502900,Wiyana // corsec@apic.co.id // 021-29333740,www.apic.co.id,"Menara Jamsostek, Gedung Menara Utara Lt. 12A Jl. Jend. Gatot Subroto No. 38 Jakarta Selatan 12710",,PT. Sinartama Gunita,01.341.811.6-054.000,-,True,18 Des 2002,0.0,"PT PACIFIC STRATEGIC FINANCIAL Tbk (IDX: APIC) merupakan perusahaan publik yang bergerak dalam bidang jasa keuangan dan beralamat kantor di Menara Jamsostek, Gedung Menara Utara Lt. 12A Jl. Jend. Gatot Subroto No. 38 Jakarta Selatan 12710. Perusahaan ini didirikan pada tahun 1989 dan mencatatkan sahamnya di Bursa Efek Indonesia pada tanggal 18 Desember 2002. Perusahaan memiliki bidang usaha utama yang fokus pada sektor jasa keuangan serta melakukan kegiatan usaha dalam bidang keuangan, seperti perdagangan efek, manajer investasi dan pengelolaan keuangan, serta lembaga pembiayaan lainnya melalui entitas anak, yaitu: PT Pacific Capital Investment, PT Pacific Multi Finance, PT Pacific Sekuritas Indonesia dan PT Pacific Strategic Invesco.",021-39502901,22 February 1989,corpsec@apic.co.id

36,APII,Arita Prima Indonesia Tbk.,Perindustrian,Barang Perindustrian,Machinery,Mesin & Komponen Perindustrian,"TRADE, SERVICES, & INVESTMENT",Wholesale (Durable & Non Durable Goods),2,Jakarta Utara,(62-21) 6519188,Liang Tjoen // barlian.tjoen@arita.co.id // (021) 6519188,www.arita.co.id,"Jl. Danau Sunter Utara Blok C No. 9 Sunter Agung, Tanjung Priuk Jakarta 14350",,PT. Bima Registra,02.005.399.7-059.000,,True,29 Okt 2013,0.0,"PT Arita Prima Indonesia Tbk (IDX: APII) merupakan perusahaan yang bergerak di bidang impor, distribusi, dan servis untuk produk valve, fitting, instrumentation, serta control. Perusahaan merupakan jembatan bagi customer Indonesia untuk mendapatkan produk-produk berkualitas dari seluruh dunia, antara lain; JF Arita, Bells, Q-Flex, Clorius, Ari Armaturen, Thermo, ANS dan masih banyak lagi. Kini, perusahaan telah menjadi penyedia produk pendukung berbagai industri, mulai dari minyak & gas, kelapa sawit, perkapalan, oleochemical, pengolahan air, petrochemical, bangunan, pertambangan, hingga energi. Perusahaan melakukan listing di BEI pada tanggal 29 Oktober 2013 dan beralamat kantor di Jl. Danau Sunter Utara Blok C No. 9 Sunter Agung, Tanjung Priuk Jakarta 14350.",(62-21) 6516107,,corsec@aritaglobal.co.id
